definedIn,groupName,groupId,groupLen,name,offset,type,validParse,sourceLine
FromViewer,ctrl_horiz,51,121,horiz_vel_tag_status,67,byte,True,horiz_vel_tag_status = _payload.getUnsignedByte(67);
FromViewer,ctrl_horiz,51,121,horiz_vel_tag_cmd_id,68,byte,True,horiz_vel_tag_cmd_id = _payload.getUnsignedByte(68);
FromViewer,ctrl_horiz,51,121,horiz_vel_tag_feedback_id,69,byte,True,horiz_vel_tag_feedback_id = _payload.getUnsignedByte(69);
FromViewer,ctrl_horiz,51,121,horiz_vel_cmd_x,70,short,True,horiz_vel_cmd_x = _payload.getShort(70);
FromViewer,ctrl_horiz,51,121,horiz_vel_cmd_y,72,short,True,horiz_vel_cmd_y = _payload.getShort(72);
FromViewer,ctrl_horiz,51,121,horiz_vel_feedback_x,74,short,True,horiz_vel_feedback_x = _payload.getShort(74);
FromViewer,ctrl_horiz,51,121,horiz_vel_feedback_y,76,short,True,horiz_vel_feedback_y = _payload.getShort(76);
FromViewer,ctrl_horiz,51,121,horiz_vel_P_ctrl_x,78,short,True,horiz_vel_P_ctrl_x = _payload.getShort(78);
FromViewer,ctrl_horiz,51,121,horiz_vel_P_ctrl_y,80,short,True,horiz_vel_P_ctrl_y = _payload.getShort(80);
FromViewer,ctrl_horiz,51,121,horiz_vel_D_ctrl_x,82,short,True,horiz_vel_D_ctrl_x = _payload.getShort(82);
FromViewer,ctrl_horiz,51,121,horiz_vel_D_ctrl_y,84,short,True,horiz_vel_D_ctrl_y = _payload.getShort(84);
FromViewer,ctrl_horiz,51,121,horiz_vel_I_ctrl_x,86,short,True,horiz_vel_I_ctrl_x = _payload.getShort(86);
FromViewer,ctrl_horiz,51,121,horiz_vel_I_ctrl_y,88,short,True,horiz_vel_I_ctrl_y = _payload.getShort(88);
FromViewer,ctrl_horiz,51,121,horiz_vel_feedforward_x,90,short,True,horiz_vel_feedforward_x = _payload.getShort(90);
FromViewer,ctrl_horiz,51,121,horiz_vel_feedforward_y,92,short,True,horiz_vel_feedforward_y = _payload.getShort(92);
FromViewer,ctrl_horiz,51,121,horiz_vel_output_x,94,short,True,horiz_vel_output_x = _payload.getShort(94);
FromViewer,ctrl_horiz,51,121,horiz_vel_output_y,96,short,True,horiz_vel_output_y = _payload.getShort(96);
FromViewer,ctrl_horiz,51,121,horiz_acc_tag_status,98,byte,True,horiz_acc_tag_status = _payload.getUnsignedByte(98);
FromViewer,ctrl_horiz,51,121,horiz_acc_tag_cmd_id,99,byte,True,horiz_acc_tag_cmd_id = _payload.getUnsignedByte(99);
FromViewer,ctrl_horiz,51,121,horiz_acc_tag_feedback_id,100,byte,True,horiz_acc_tag_feedback_id = _payload.getUnsignedByte(100);
FromViewer,ctrl_horiz,51,121,horiz_acc_cmd_x,101,short,True,horiz_acc_cmd_x = _payload.getShort(101);
FromViewer,ctrl_horiz,51,121,horiz_acc_cmd_y,103,short,True,horiz_acc_cmd_y = _payload.getShort(103);
FromViewer,ctrl_horiz,51,121,horiz_acc_feedback_x,105,short,True,horiz_acc_feedback_x = _payload.getShort(105);
FromViewer,ctrl_horiz,51,121,horiz_acc_feedback_y,107,short,True,horiz_acc_feedback_y = _payload.getShort(107);
FromViewer,ctrl_horiz,51,121,horiz_acc_feedback_I_x,109,short,True,horiz_acc_feedback_I_x = _payload.getShort(109);
FromViewer,ctrl_horiz,51,121,horiz_acc_feedback_I_y,111,short,True,horiz_acc_feedback_I_y = _payload.getShort(111);
FromViewer,ctrl_horiz,51,121,horiz_acc_feedforward_x,113,short,True,horiz_acc_feedforward_x = _payload.getShort(113);
FromViewer,ctrl_horiz,51,121,horiz_acc_feedforward_y,115,short,True,horiz_acc_feedforward_y = _payload.getShort(115);
FromViewer,ctrl_horiz,51,121,horiz_acc_output_x,117,short,True,horiz_acc_output_x = _payload.getShort(117);
FromViewer,ctrl_horiz,51,121,horiz_acc_output_y,119,short,True,horiz_acc_output_y = _payload.getShort(119);
FromViewer,ctrl_motor,54,35,horiz_motor_status,0,byte,True,horiz_motor_status = _payload.getUnsignedByte(0);
FromViewer,ctrl_motor,54,35,horiz_motor_cmd_id,1,byte,True,horiz_motor_cmd_id = _payload.getUnsignedByte(1);
FromViewer,ctrl_motor,54,35,horiz_motor_feedback_id,2,byte,True,horiz_motor_feedback_id = _payload.getUnsignedByte(2);
FromViewer,ctrl_motor,54,35,thrust_1,3,UInt16,True,thrust_1 = _payload.getUnsignedShort(3);
FromViewer,ctrl_motor,54,35,thrust_2,5,UInt16,True,thrust_2 = _payload.getUnsignedShort(5);
FromViewer,ctrl_motor,54,35,thrust_3,7,UInt16,True,thrust_3 = _payload.getUnsignedShort(7);
FromViewer,ctrl_motor,54,35,thrust_4,9,UInt16,True,thrust_4 = _payload.getUnsignedShort(9);
FromViewer,ctrl_motor,54,35,thrust_5,11,UInt16,True,thrust_5 = _payload.getUnsignedShort(11);
FromViewer,ctrl_motor,54,35,thrust_6,13,UInt16,True,thrust_6 = _payload.getUnsignedShort(13);
FromViewer,ctrl_motor,54,35,thrust_7,15,UInt16,True,thrust_7 = _payload.getUnsignedShort(15);
FromViewer,ctrl_motor,54,35,thrust_8,17,UInt16,True,thrust_8 = _payload.getUnsignedShort(17);
FromViewer,ctrl_motor,54,35,pwm_1,19,UInt16,True,pwm_1 = _payload.getUnsignedShort(19);
FromViewer,ctrl_motor,54,35,pwm_2,21,UInt16,True,pwm_2 = _payload.getUnsignedShort(21);
FromViewer,ctrl_motor,54,35,pwm_3,23,UInt16,True,pwm_3 = _payload.getUnsignedShort(23);
FromViewer,ctrl_motor,54,35,pwm_4,25,UInt16,True,pwm_4 = _payload.getUnsignedShort(25);
FromViewer,ctrl_motor,54,35,pwm_5,27,UInt16,True,pwm_5 = _payload.getUnsignedShort(27);
FromViewer,ctrl_motor,54,35,pwm_6,29,UInt16,True,pwm_6 = _payload.getUnsignedShort(29);
FromViewer,ctrl_motor,54,35,pwm_7,31,UInt16,True,pwm_7 = _payload.getUnsignedShort(31);
FromViewer,ctrl_motor,54,35,pwm_8,33,UInt16,True,pwm_8 = _payload.getUnsignedShort(33);
FromViewer,ctrl_vert,50,68,vert_module_module_mode,0,byte,True,vert_module_module_mode = _payload.getUnsignedByte(0);
FromViewer,ctrl_vert,50,68,vert_module_vert_hover_state,1,byte,True,vert_module_vert_hover_state = _payload.getUnsignedByte(1);
FromViewer,ctrl_vert,50,68,vert_module_vert_hover_enable,2,byte,True,vert_module_vert_hover_enable = _payload.getUnsignedByte(2);
FromViewer,ctrl_vert,50,68,vert_module_vert_hover_pos,3,float,True,vert_module_vert_hover_pos = _payload.getFloat(3);
FromViewer,ctrl_vert,50,68,vert_module_vert_hover_brake_timer,7,float,True,vert_module_vert_hover_brake_timer = _payload.getFloat(7);
FromViewer,ctrl_vert,50,68,vert_module_take_off_thrust,11,float,True,vert_module_take_off_thrust = _payload.getFloat(11);
FromViewer,ctrl_vert,50,68,vert_module_auto_take_off_state,15,byte,True,vert_module_auto_take_off_state = _payload.getUnsignedByte(15);
FromViewer,ctrl_vert,50,68,vert_module_auto_take_off_height,16,float,True,vert_module_auto_take_off_height = _payload.getFloat(16);
FromViewer,ctrl_vert,50,68,api_vert_ctrl_mode,20,byte,True,api_vert_ctrl_mode = _payload.getUnsignedByte(20);
FromViewer,ctrl_vert,50,68,api_vert_ctrl_cmd_id,21,byte,True,api_vert_ctrl_cmd_id = _payload.getUnsignedByte(21);
FromViewer,ctrl_vert,50,68,vert_pos_status,22,byte,True,vert_pos_status = _payload.getUnsignedByte(22);
FromViewer,ctrl_vert,50,68,vert_pos_cmd_id,23,byte,True,vert_pos_cmd_id = _payload.getUnsignedByte(23);
FromViewer,ctrl_vert,50,68,vert_pos_feedback_id,24,byte,True,vert_pos_feedback_id = _payload.getUnsignedByte(24);
FromViewer,ctrl_vert,50,68,vert_pos_cmd,25,short,True,vert_pos_cmd = _payload.getShort(25);
FromViewer,ctrl_vert,50,68,vert_pos_feedback,27,short,True,vert_pos_feedback = _payload.getShort(27);
FromViewer,ctrl_vert,50,68,vert_pos_P_ctrl,29,short,True,vert_pos_P_ctrl = _payload.getShort(29);
FromViewer,ctrl_vert,50,68,vert_pos_output,31,short,True,vert_pos_output = _payload.getShort(31);
FromViewer,ctrl_vert,50,68,vert_vel_status,33,byte,True,vert_vel_status = _payload.getUnsignedByte(33);
FromViewer,ctrl_vert,50,68,vert_vel_cmd_id,34,byte,True,vert_vel_cmd_id = _payload.getUnsignedByte(34);
FromViewer,ctrl_vert,50,68,vert_vel_feedback_id,35,byte,True,vert_vel_feedback_id = _payload.getUnsignedByte(35);
FromViewer,ctrl_vert,50,68,vert_vel_cmd,36,short,True,vert_vel_cmd = _payload.getShort(36);
FromViewer,ctrl_vert,50,68,vert_vel_cmd_before_limit,38,short,True,vert_vel_cmd_before_limit = _payload.getShort(38);
FromViewer,ctrl_vert,50,68,vert_vel_cmd_after_limit,40,short,True,vert_vel_cmd_after_limit = _payload.getShort(40);
FromViewer,ctrl_vert,50,68,vert_vel_feedback,42,short,True,vert_vel_feedback = _payload.getShort(42);
FromViewer,ctrl_vert,50,68,vert_vel_P_ctrl,44,short,True,vert_vel_P_ctrl = _payload.getShort(44);
FromViewer,ctrl_vert,50,68,vert_vel_output,46,short,True,vert_vel_output = _payload.getShort(46);
FromViewer,ctrl_vert,50,68,vert_acc_status,48,byte,True,vert_acc_status = _payload.getUnsignedByte(48);
FromViewer,ctrl_vert,50,68,vert_acc_cmd_id,49,byte,True,vert_acc_cmd_id = _payload.getUnsignedByte(49);
FromViewer,ctrl_vert,50,68,vert_acc_feedback_id,50,byte,True,vert_acc_feedback_id = _payload.getUnsignedByte(50);
FromViewer,ctrl_vert,50,68,vert_acc_cmd,51,short,True,vert_acc_cmd = _payload.getShort(51);
FromViewer,ctrl_vert,50,68,vert_acc_feedback,53,short,True,vert_acc_feedback = _payload.getShort(53);
FromViewer,ctrl_vert,50,68,vert_acc_P_ctrl,55,short,True,vert_acc_P_ctrl = _payload.getShort(55);
FromViewer,ctrl_vert,50,68,vert_acc_I_ctrl,57,short,True,vert_acc_I_ctrl = _payload.getShort(57);
FromViewer,ctrl_vert,50,68,vert_acc_feedforward,59,short,True,vert_acc_feedforward = _payload.getShort(59);
FromViewer,ctrl_vert,50,68,vert_acc_output,61,short,True,vert_acc_output = _payload.getShort(61);
FromViewer,ctrl_vert,50,68,vert_thrust_status,63,byte,True,vert_thrust_status = _payload.getUnsignedByte(63);
FromViewer,ctrl_vert,50,68,vert_thrust_cmd_id,64,byte,True,vert_thrust_cmd_id = _payload.getUnsignedByte(64);
FromViewer,ctrl_vert,50,68,vert_thrust_feedback_id,65,byte,True,vert_thrust_feedback_id = _payload.getUnsignedByte(65);
FromViewer,ctrl_vert,50,68,vert_thrust_cmd_data,66,short,True,vert_thrust_cmd_data = _payload.getShort(66);
FromViewer,escm,52721,76,esc1_status,0,byte,True,esc1_status = _payload.getUnsignedByte(0);
FromViewer,escm,52721,76,esc1_current,1,short,True,esc1_current = _payload.getShort(1);
FromViewer,escm,52721,76,esc1_speed,3,short,True,esc1_speed = _payload.getShort(3);
FromViewer,escm,52721,76,esc1_voltage,5,short,True,esc1_voltage = _payload.getShort(5);
FromViewer,escm,52721,76,esc1_temperature,7,short,True,esc1_temperature = _payload.getShort(7);
FromViewer,escm,52721,76,esc1_ppm_recv,9,short,True,esc1_ppm_recv = _payload.getShort(9);
FromViewer,escm,52721,76,esc1_v_out,11,short,True,esc1_v_out = _payload.getShort(11);
FromViewer,escm,52721,76,esc1_debug0,13,short,True,esc1_debug0 = _payload.getShort(13);
FromViewer,escm,52721,76,esc1_debug1,15,short,True,esc1_debug1 = _payload.getShort(15);
FromViewer,escm,52721,76,esc1_debug2,17,short,True,esc1_debug2 = _payload.getShort(17);
FromViewer,escm,52721,76,esc2_status,19,byte,True,esc2_status = _payload.getUnsignedByte(19);
FromViewer,escm,52721,76,esc2_current,20,short,True,esc2_current = _payload.getShort(20);
FromViewer,escm,52721,76,esc2_speed,22,short,True,esc2_speed = _payload.getShort(22);
FromViewer,escm,52721,76,esc2_voltage,24,short,True,esc2_voltage = _payload.getShort(24);
FromViewer,escm,52721,76,esc2_temperature,26,short,True,esc2_temperature = _payload.getShort(26);
FromViewer,escm,52721,76,esc2_ppm_recv,28,short,True,esc2_ppm_recv = _payload.getShort(28);
FromViewer,escm,52721,76,esc2_v_out,30,short,True,esc2_v_out = _payload.getShort(30);
FromViewer,escm,52721,76,esc2_debug0,32,short,True,esc2_debug0 = _payload.getShort(32);
FromViewer,escm,52721,76,esc2_debug1,34,short,True,esc2_debug1 = _payload.getShort(34);
FromViewer,escm,52721,76,esc2_debug2,36,short,True,esc2_debug2 = _payload.getShort(36);
FromViewer,escm,52721,76,esc3_status,38,byte,True,esc3_status = _payload.getUnsignedByte(38);
FromViewer,escm,52721,76,esc3_current,39,short,True,esc3_current = _payload.getShort(39);
FromViewer,escm,52721,76,esc3_speed,41,short,True,esc3_speed = _payload.getShort(41);
FromViewer,escm,52721,76,esc3_voltage,43,short,True,esc3_voltage = _payload.getShort(43);
FromViewer,escm,52721,76,esc3_temperature,45,short,True,esc3_temperature = _payload.getShort(45);
FromViewer,escm,52721,76,esc3_ppm_recv,47,short,True,esc3_ppm_recv = _payload.getShort(47);
FromViewer,escm,52721,76,esc3_v_out,49,short,True,esc3_v_out = _payload.getShort(49);
FromViewer,escm,52721,76,esc3_debug0,51,short,True,esc3_debug0 = _payload.getShort(51);
FromViewer,escm,52721,76,esc3_debug1,53,short,True,esc3_debug1 = _payload.getShort(53);
FromViewer,escm,52721,76,esc3_debug2,55,short,True,esc3_debug2 = _payload.getShort(55);
FromViewer,escm,52721,76,esc4_status,57,byte,True,esc4_status = _payload.getUnsignedByte(57);
FromViewer,escm,52721,76,esc4_current,58,short,True,esc4_current = _payload.getShort(58);
FromViewer,escm,52721,76,esc4_speed,60,short,True,esc4_speed = _payload.getShort(60);
FromViewer,escm,52721,76,esc4_voltage,62,short,True,esc4_voltage = _payload.getShort(62);
FromViewer,escm,52721,76,esc4_temperature,64,short,True,esc4_temperature = _payload.getShort(64);
FromViewer,escm,52721,76,esc4_ppm_recv,66,short,True,esc4_ppm_recv = _payload.getShort(66);
FromViewer,escm,52721,76,esc4_v_out,68,short,True,esc4_v_out = _payload.getShort(68);
FromViewer,escm,52721,76,esc4_debug0,70,short,True,esc4_debug0 = _payload.getShort(70);
FromViewer,escm,52721,76,esc4_debug1,72,short,True,esc4_debug1 = _payload.getShort(72);
FromViewer,escm,52721,76,esc4_debug2,74,short,True,esc4_debug2 = _payload.getShort(74);
FromViewer,fdi,26,21,ns_abnormal_all,0,UInt32,True,ns_abnormal_all = _payload.getUnsignedInt(0);
FromViewer,fdi,26,21,history_ns_abnormal_all,4,UInt32,True,history_ns_abnormal_all = _payload.getUnsignedInt(4);
FromViewer,fdi,26,21,gyro_bias_raw_flag,8,byte,True,gyro_bias_raw_flag = _payload.getUnsignedByte(8);
FromViewer,fdi,26,21,gyrox_bias_raw,9,float,True,gyrox_bias_raw = _payload.getFloat(9);
FromViewer,fdi,26,21,gyroy_bias_raw,13,float,True,gyroy_bias_raw = _payload.getFloat(13);
FromViewer,fdi,26,21,gyroz_bias_raw,17,float,True,gyroz_bias_raw = _payload.getFloat(17);
FromViewer,fmu_device_run_time,41,64,battery,0,UInt32,True,battery = _payload.getUnsignedInt(0);
FromViewer,fmu_device_run_time,41,64,led,4,UInt32,True,led = _payload.getUnsignedInt(4);
FromViewer,fmu_device_run_time,41,64,baromter,8,UInt32,True,baromter = _payload.getUnsignedInt(8);
FromViewer,fmu_device_run_time,41,64,gyro_acc,12,UInt32,True,gyro_acc = _payload.getUnsignedInt(12);
FromViewer,fmu_device_run_time,41,64,imu,16,UInt32,True,imu = _payload.getUnsignedInt(16);
FromViewer,fmu_device_run_time,41,64,vo,20,UInt32,True,vo = _payload.getUnsignedInt(20);
FromViewer,fmu_device_run_time,41,64,ultrasonic,24,UInt32,True,ultrasonic = _payload.getUnsignedInt(24);
FromViewer,fmu_device_run_time,41,64,pmu,28,UInt32,True,pmu = _payload.getUnsignedInt(28);
FromViewer,fmu_device_run_time,41,64,esc,32,UInt32,True,esc = _payload.getUnsignedInt(32);
FromViewer,fmu_device_run_time,41,64,mc,36,UInt32,True,mc = _payload.getUnsignedInt(36);
FromViewer,fmu_device_run_time,41,64,camera,40,UInt32,True,camera = _payload.getUnsignedInt(40);
FromViewer,fmu_device_run_time,41,64,gps,44,UInt32,True,gps = _payload.getUnsignedInt(44);
FromViewer,fmu_device_run_time,41,64,Compass,48,UInt32,True,Compass = _payload.getUnsignedInt(48);
FromViewer,fmu_device_run_time,41,64,gimbal,52,UInt32,True,gimbal = _payload.getUnsignedInt(52);
FromViewer,fmu_device_run_time,41,64,rc,56,UInt32,True,rc = _payload.getUnsignedInt(56);
FromViewer,fmu_device_run_time,41,64,gear,60,UInt32,True,gear = _payload.getUnsignedInt(60);
FromViewer,follow_me_data,43,139,heading_ref,0,float,True,heading_ref = _payload.getFloat(0);
FromViewer,follow_me_data,43,139,heading_error,4,float,True,heading_error = _payload.getFloat(4);
FromViewer,follow_me_data,43,139,heading_rate,8,float,True,heading_rate = _payload.getFloat(8);
FromViewer,follow_me_data,43,139,ascending_tgt_height,12,float,True,ascending_tgt_height = _payload.getFloat(12);
FromViewer,follow_me_data,43,139,ascending_error,16,float,True,ascending_error = _payload.getFloat(16);
FromViewer,follow_me_data,43,139,ascending_vel,20,float,True,ascending_vel = _payload.getFloat(20);
FromViewer,follow_me_data,43,139,phone_tagt_x,24,double,True,phone_tagt_x = _payload.getDouble(24);
FromViewer,follow_me_data,43,139,phone_tagt_y,32,double,True,phone_tagt_y = _payload.getDouble(32);
FromViewer,follow_me_data,43,139,quadrotor_cur_x,40,double,True,quadrotor_cur_x = _payload.getDouble(40);
FromViewer,follow_me_data,43,139,quadrotor_cur_y,48,double,True,quadrotor_cur_y = _payload.getDouble(48);
FromViewer,follow_me_data,43,139,quadrotor2phone_offset_x,56,float,True,quadrotor2phone_offset_x = _payload.getFloat(56);
FromViewer,follow_me_data,43,139,quadrotor2phone_offset_y,60,float,True,quadrotor2phone_offset_y = _payload.getFloat(60);
FromViewer,follow_me_data,43,139,quadrotor2phone_distance,64,float,True,quadrotor2phone_distance = _payload.getFloat(64);
FromViewer,follow_me_data,43,139,quadrotor2targetpoint_offset_x,68,float,True,quadrotor2targetpoint_offset_x = _payload.getFloat(68);
FromViewer,follow_me_data,43,139,quadrotor2targetpoint_offset_y,72,float,True,quadrotor2targetpoint_offset_y = _payload.getFloat(72);
FromViewer,follow_me_data,43,139,quadrotor2targetpoint_distance,76,float,True,quadrotor2targetpoint_distance = _payload.getFloat(76);
FromViewer,follow_me_data,43,139,tagt_vel_x,80,float,True,tagt_vel_x = _payload.getFloat(80);
FromViewer,follow_me_data,43,139,tagt_vel_y,84,float,True,tagt_vel_y = _payload.getFloat(84);
FromViewer,follow_me_data,43,139,cur_vel_x,88,float,True,cur_vel_x = _payload.getFloat(88);
FromViewer,follow_me_data,43,139,cur_vel_y,92,float,True,cur_vel_y = _payload.getFloat(92);
FromViewer,follow_me_data,43,139,cruise_vel_x,96,float,True,cruise_vel_x = _payload.getFloat(96);
FromViewer,follow_me_data,43,139,cruise_vel_y,100,float,True,cruise_vel_y = _payload.getFloat(100);
FromViewer,follow_me_data,43,139,fixed_offset_x,104,float,True,fixed_offset_x = _payload.getFloat(104);
FromViewer,follow_me_data,43,139,fixed_offset_y,108,float,True,fixed_offset_y = _payload.getFloat(108);
FromViewer,follow_me_data,43,139,fixed_distance_offset,112,float,True,fixed_distance_offset = _payload.getFloat(112);
FromViewer,follow_me_data,43,139,dist_drone2drone,116,float,True,dist_drone2drone = _payload.getFloat(116);
FromViewer,follow_me_data,43,139,dist_phone2phone,120,float,True,dist_phone2phone = _payload.getFloat(120);
FromViewer,follow_me_data,43,139,gimbal_ptich_tgt,124,float,True,gimbal_ptich_tgt = _payload.getFloat(124);
FromViewer,follow_me_data,43,139,gimbal_pitch_error,128,float,True,gimbal_pitch_error = _payload.getFloat(128);
FromViewer,follow_me_data,43,139,gimbal_pitch_rate,132,float,True,gimbal_pitch_rate = _payload.getFloat(132);
FromViewer,follow_me_data,43,139,in_height_limit,136,byte,True,in_height_limit = _payload.getUnsignedByte(136);
FromViewer,follow_me_data,43,139,target_loss_count,137,byte,True,target_loss_count = _payload.getUnsignedByte(137);
FromViewer,follow_me_data,43,139,mission_status,138,byte,True,mission_status = _payload.getUnsignedByte(138);
FromViewer,gear_debug_info,110,18,gear_mode,0,byte,True,gear_mode = _payload.getUnsignedByte(0);
FromViewer,gear_debug_info,110,18,gear_state,1,byte,True,gear_state = _payload.getUnsignedByte(1);
FromViewer,gear_debug_info,110,18,gear_cmd,2,byte,True,gear_cmd = _payload.getUnsignedByte(2);
FromViewer,gear_debug_info,110,18,gear_speed,3,byte,True,gear_speed = _payload.getUnsignedByte(3);
FromViewer,gear_debug_info,110,18,gear_counter,4,UInt32,True,gear_counter = _payload.getUnsignedInt(4);
FromViewer,gear_debug_info,110,18,gear_pack_flag,8,byte,True,gear_pack_flag = _payload.getUnsignedByte(8);
FromViewer,gear_debug_info,110,18,gear_pack_req,9,byte,True,gear_pack_req = _payload.getUnsignedByte(9);
FromViewer,gear_debug_info,110,18,gear_pack_type,10,byte,True,gear_pack_type = _payload.getUnsignedByte(10);
FromViewer,gear_debug_info,110,18,gear_pack_state,11,byte,True,gear_pack_state = _payload.getUnsignedByte(11);
FromViewer,gear_debug_info,110,18,gear_pack_manual_cmd,12,byte,True,gear_pack_manual_cmd = _payload.getUnsignedByte(12);
FromViewer,gear_debug_info,110,18,gear_rc_cmd,13,byte,True,gear_rc_cmd = _payload.getUnsignedByte(13);
FromViewer,gear_debug_info,110,18,gear_app_req,14,byte,True,gear_app_req = _payload.getUnsignedByte(14);
FromViewer,gear_debug_info,110,18,gear_app_cmd,15,byte,True,gear_app_cmd = _payload.getUnsignedByte(15);
FromViewer,gear_debug_info,110,18,gear_rc_raw_input,16,short,True,gear_rc_raw_input = _payload.getShort(16);
FromViewer,go_home_info,90,13,go_home_stage,0,byte,True,go_home_stage = _payload.getUnsignedByte(0);
FromViewer,go_home_info,90,13,go_home_timer,1,float,True,go_home_timer = _payload.getFloat(1);
FromViewer,go_home_info,90,13,dis_to_home_x,5,float,True,dis_to_home_x = _payload.getFloat(5);
FromViewer,go_home_info,90,13,dis_to_home_y,9,float,True,dis_to_home_y = _payload.getFloat(9);
FromViewer,GPS_GLNS,5,68,gps_date,0,UInt32,True,gps_date = _payload.getUnsignedInt(0);
FromViewer,GPS_GLNS,5,68,gps_time,4,UInt32,True,gps_time = _payload.getUnsignedInt(4);
FromViewer,GPS_GLNS,5,68,gps_lon,8,int,True,gps_lon = _payload.getInt(8);
FromViewer,GPS_GLNS,5,68,gps_lat,12,int,True,gps_lat = _payload.getInt(12);
FromViewer,GPS_GLNS,5,68,hmsl,16,int,True,hmsl = _payload.getInt(16);
FromViewer,GPS_GLNS,5,68,Vel_N,20,float,True,Vel_N = _payload.getFloat(20);
FromViewer,GPS_GLNS,5,68,Vel_E,24,float,True,Vel_E = _payload.getFloat(24);
FromViewer,GPS_GLNS,5,68,Vel_D,28,float,True,Vel_D = _payload.getFloat(28);
FromViewer,GPS_GLNS,5,68,hdop,32,float,True,hdop = _payload.getFloat(32);
FromViewer,GPS_GLNS,5,68,pdop,36,float,True,pdop = _payload.getFloat(36);
FromViewer,GPS_GLNS,5,68,gps_fix,40,float,True,gps_fix = _payload.getFloat(40);
FromViewer,GPS_GLNS,5,68,gnss_flag,44,float,True,gnss_flag = _payload.getFloat(44);
FromViewer,GPS_GLNS,5,68,hacc,48,float,True,hacc = _payload.getFloat(48);
FromViewer,GPS_GLNS,5,68,sacc,52,float,True,sacc = _payload.getFloat(52);
FromViewer,GPS_GLNS,5,68,gps_used,56,UInt32,True,gps_used = _payload.getUnsignedInt(56);
FromViewer,GPS_GLNS,5,68,gln_used,60,UInt32,True,gln_used = _payload.getUnsignedInt(60);
FromViewer,GPS_GLNS,5,68,numsv,64,UInt16,True,numsv = _payload.getUnsignedShort(64);
FromViewer,GPS_GLNS,5,68,gpsstate,66,UInt16,True,gpsstate = _payload.getUnsignedShort(66);
FromViewer,GPS_SNR,11,65,gps_snr1,0,byte,True,gps_snr1 = _payload.getUnsignedByte(0);
FromViewer,GPS_SNR,11,65,gps_snr2,1,byte,True,gps_snr2 = _payload.getUnsignedByte(1);
FromViewer,GPS_SNR,11,65,gps_snr3,2,byte,True,gps_snr3 = _payload.getUnsignedByte(2);
FromViewer,GPS_SNR,11,65,gps_snr4,3,byte,True,gps_snr4 = _payload.getUnsignedByte(3);
FromViewer,GPS_SNR,11,65,gps_snr5,4,byte,True,gps_snr5 = _payload.getUnsignedByte(4);
FromViewer,GPS_SNR,11,65,gps_snr6,5,byte,True,gps_snr6 = _payload.getUnsignedByte(5);
FromViewer,GPS_SNR,11,65,gps_snr7,6,byte,True,gps_snr7 = _payload.getUnsignedByte(6);
FromViewer,GPS_SNR,11,65,gps_snr8,7,byte,True,gps_snr8 = _payload.getUnsignedByte(7);
FromViewer,GPS_SNR,11,65,gps_snr9,8,byte,True,gps_snr9 = _payload.getUnsignedByte(8);
FromViewer,GPS_SNR,11,65,gps_snr10,9,byte,True,gps_snr10 = _payload.getUnsignedByte(9);
FromViewer,GPS_SNR,11,65,gps_snr11,10,byte,True,gps_snr11 = _payload.getUnsignedByte(10);
FromViewer,GPS_SNR,11,65,gps_snr12,11,byte,True,gps_snr12 = _payload.getUnsignedByte(11);
FromViewer,GPS_SNR,11,65,gps_snr13,12,byte,True,gps_snr13 = _payload.getUnsignedByte(12);
FromViewer,GPS_SNR,11,65,gps_snr14,13,byte,True,gps_snr14 = _payload.getUnsignedByte(13);
FromViewer,GPS_SNR,11,65,gps_snr15,14,byte,True,gps_snr15 = _payload.getUnsignedByte(14);
FromViewer,GPS_SNR,11,65,gps_snr16,15,byte,True,gps_snr16 = _payload.getUnsignedByte(15);
FromViewer,GPS_SNR,11,65,gps_snr17,16,byte,True,gps_snr17 = _payload.getUnsignedByte(16);
FromViewer,GPS_SNR,11,65,gps_snr18,17,byte,True,gps_snr18 = _payload.getUnsignedByte(17);
FromViewer,GPS_SNR,11,65,gps_snr19,18,byte,True,gps_snr19 = _payload.getUnsignedByte(18);
FromViewer,GPS_SNR,11,65,gps_snr20,19,byte,True,gps_snr20 = _payload.getUnsignedByte(19);
FromViewer,GPS_SNR,11,65,gps_snr21,20,byte,True,gps_snr21 = _payload.getUnsignedByte(20);
FromViewer,GPS_SNR,11,65,gps_snr22,21,byte,True,gps_snr22 = _payload.getUnsignedByte(21);
FromViewer,GPS_SNR,11,65,gps_snr23,22,byte,True,gps_snr23 = _payload.getUnsignedByte(22);
FromViewer,GPS_SNR,11,65,gps_snr24,23,byte,True,gps_snr24 = _payload.getUnsignedByte(23);
FromViewer,GPS_SNR,11,65,gps_snr25,24,byte,True,gps_snr25 = _payload.getUnsignedByte(24);
FromViewer,GPS_SNR,11,65,gps_snr26,25,byte,True,gps_snr26 = _payload.getUnsignedByte(25);
FromViewer,GPS_SNR,11,65,gps_snr27,26,byte,True,gps_snr27 = _payload.getUnsignedByte(26);
FromViewer,GPS_SNR,11,65,gps_snr28,27,byte,True,gps_snr28 = _payload.getUnsignedByte(27);
FromViewer,GPS_SNR,11,65,gps_snr29,28,byte,True,gps_snr29 = _payload.getUnsignedByte(28);
FromViewer,GPS_SNR,11,65,gps_snr30,29,byte,True,gps_snr30 = _payload.getUnsignedByte(29);
